strategy,regime,session,R
squeeze,bull2025,London,1.4309210526312923
squeeze,bull2025,London,1.4290429042906152
squeeze,bull2025,NY,-1.0626959247648893
squeeze,bull2025,Asian,-1.0684931506849404
squeeze,bull2025,NY,2.9280575539565126
squeeze,bull2025,Asian,-0.08
squeeze,chop2026,Asian,-1.0451467268623087
squeeze,chop2026,London,-1.021097046413501
squeeze,chop2026,London,2.976483762598264
squeeze,chop2026,Asian,1.4766708701134204
squeeze,chop2026,London,-1.0290697674418638
squeeze,chop2026,Asian,2.964285714285924
squeeze,chop2026,London,1.4795918367347372
squeeze,chop2026,NY,-1.0191938579654518
squeeze,chop2026,NY,1.4793577981652133
squeeze,range2021,NY,-1.08
squeeze,range2021,Asian,0.7519999999999709
squeeze,range2021,NY,-1.08
squeeze,range2021,London,0.9440000000000691
squeeze,range2021,Asian,1.2640000000000509
squeeze,range2021,Asian,0.8200000000000001
squeeze,range2021,London,-1.08
squeeze,range2021,London,1.4401294498382553
squeeze,range2021,Asian,-1.08
squeeze,range2021,Asian,-1.08
squeeze,range2021,London,1.7599999999999636
squeeze,range2021,Asian,-1.08
squeeze,range2021,London,-1.0766283524904177
