ts,open,high,low,close,volume
2026-04-06 13:20:00+00:00,0.69297,0.69311,0.69293,0.69301,125
2026-04-06 13:25:00+00:00,0.69295,0.693,0.69282,0.69291,135
2026-04-06 13:30:00+00:00,0.69291,0.69294,0.69275,0.69293,155
2026-04-06 13:35:00+00:00,0.69294,0.69304,0.69286,0.69297,142
2026-04-06 13:40:00+00:00,0.69297,0.69308,0.69284,0.69297,114
2026-04-06 13:45:00+00:00,0.69297,0.69298,0.69187,0.69277,851
2026-04-06 13:50:00+00:00,0.69277,0.69285,0.69259,0.69259,464
2026-04-06 13:55:00+00:00,0.69258,0.69285,0.69258,0.69272,279
2026-04-06 14:00:00+00:00,0.69272,0.6929,0.69262,0.69279,396
2026-04-06 14:05:00+00:00,0.69279,0.69283,0.69256,0.69257,286
2026-04-06 14:10:00+00:00,0.69257,0.69261,0.69227,0.69232,319
2026-04-06 14:15:00+00:00,0.69232,0.69257,0.69228,0.69249,277
2026-04-06 14:20:00+00:00,0.69249,0.69252,0.69223,0.69232,162
2026-04-06 14:25:00+00:00,0.69232,0.69247,0.69224,0.69247,203
2026-04-06 14:30:00+00:00,0.69247,0.69257,0.69247,0.69256,136
2026-04-06 14:35:00+00:00,0.69256,0.69269,0.69244,0.69266,163
2026-04-06 14:40:00+00:00,0.69266,0.69275,0.69245,0.69247,158
2026-04-06 14:45:00+00:00,0.69246,0.69316,0.69246,0.69312,312
2026-04-06 14:50:00+00:00,0.69312,0.69315,0.69286,0.69288,155
2026-04-06 14:55:00+00:00,0.69288,0.69292,0.69274,0.69284,181
2026-04-06 15:00:00+00:00,0.69284,0.69285,0.6927,0.69271,198
2026-04-06 15:05:00+00:00,0.69271,0.69306,0.69271,0.69293,220
2026-04-06 15:10:00+00:00,0.69293,0.69294,0.69266,0.69267,198
2026-04-06 15:15:00+00:00,0.69267,0.69271,0.69246,0.69257,222
2026-04-06 15:20:00+00:00,0.69257,0.69257,0.69226,0.69242,256
2026-04-06 15:25:00+00:00,0.69242,0.69262,0.69241,0.69257,162
2026-04-06 15:30:00+00:00,0.69257,0.69268,0.69251,0.6926,218
2026-04-06 15:35:00+00:00,0.6926,0.69279,0.6925,0.6927,208
2026-04-06 15:40:00+00:00,0.6927,0.69284,0.69256,0.69282,183
2026-04-06 15:45:00+00:00,0.69282,0.69303,0.69281,0.69288,351
2026-04-06 15:50:00+00:00,0.69288,0.69304,0.69276,0.69289,306
2026-04-06 15:55:00+00:00,0.69288,0.69289,0.69275,0.69282,228
2026-04-06 16:00:00+00:00,0.69282,0.69287,0.69266,0.69268,288
2026-04-06 16:05:00+00:00,0.69268,0.69277,0.69245,0.69275,330
2026-04-06 16:10:00+00:00,0.69275,0.69288,0.69267,0.69272,221
2026-04-06 16:15:00+00:00,0.69273,0.6928,0.69252,0.69253,193
2026-04-06 16:20:00+00:00,0.69253,0.693,0.69252,0.69296,196
2026-04-06 16:25:00+00:00,0.69296,0.69302,0.69288,0.69297,212
2026-04-06 16:30:00+00:00,0.69297,0.69335,0.69289,0.69327,800
2026-04-06 16:35:00+00:00,0.69327,0.69335,0.69291,0.69299,705
2026-04-06 16:40:00+00:00,0.69299,0.69318,0.69285,0.69303,622
2026-04-06 16:45:00+00:00,0.69303,0.69325,0.69286,0.69286,551
2026-04-06 16:50:00+00:00,0.69286,0.6931,0.69277,0.69305,508
2026-04-06 16:55:00+00:00,0.69305,0.69311,0.69282,0.69308,351
2026-04-06 17:00:00+00:00,0.69309,0.69379,0.69251,0.69254,828
2026-04-06 17:05:00+00:00,0.69254,0.69276,0.69237,0.69267,761
2026-04-06 17:10:00+00:00,0.69267,0.69304,0.69241,0.69302,738
2026-04-06 17:15:00+00:00,0.69302,0.69319,0.69292,0.69314,749
2026-04-06 17:20:00+00:00,0.69314,0.69339,0.69296,0.69329,593
2026-04-06 17:25:00+00:00,0.69329,0.69335,0.69307,0.69325,642
2026-04-06 17:30:00+00:00,0.69325,0.69354,0.69321,0.69333,487
2026-04-06 17:35:00+00:00,0.69333,0.69355,0.69176,0.69277,1049
2026-04-06 17:40:00+00:00,0.69277,0.69323,0.69274,0.69301,876
2026-04-06 17:45:00+00:00,0.69301,0.69303,0.69245,0.69248,779
2026-04-06 17:50:00+00:00,0.69247,0.69263,0.69216,0.69228,759
2026-04-06 17:55:00+00:00,0.69228,0.6925,0.69209,0.69214,673
2026-04-06 18:00:00+00:00,0.69214,0.69216,0.69161,0.69178,582
2026-04-06 18:05:00+00:00,0.69178,0.69199,0.69172,0.69183,681
2026-04-06 18:10:00+00:00,0.69183,0.69187,0.69136,0.69147,753
2026-04-06 18:15:00+00:00,0.69146,0.69163,0.69129,0.69147,539
2026-04-06 18:20:00+00:00,0.69147,0.69164,0.69141,0.69152,486
2026-04-06 18:25:00+00:00,0.69152,0.69158,0.69137,0.69152,400
2026-04-06 18:30:00+00:00,0.69152,0.69158,0.69123,0.6913,337
2026-04-06 18:35:00+00:00,0.6913,0.69151,0.6912,0.69134,338
2026-04-06 18:40:00+00:00,0.69134,0.6914,0.69117,0.69125,335
2026-04-06 18:45:00+00:00,0.69125,0.69145,0.69113,0.69134,328
2026-04-06 18:50:00+00:00,0.69134,0.69159,0.69124,0.69158,255
2026-04-06 18:55:00+00:00,0.69158,0.6918,0.69149,0.69179,301
2026-04-06 19:00:00+00:00,0.69179,0.69195,0.69173,0.69184,367
2026-04-06 19:05:00+00:00,0.69184,0.69197,0.69179,0.69183,312
2026-04-06 19:10:00+00:00,0.69183,0.69195,0.69174,0.69192,280
2026-04-06 19:15:00+00:00,0.69192,0.69197,0.69176,0.69182,226
2026-04-06 19:20:00+00:00,0.69182,0.69187,0.69145,0.69149,289
2026-04-06 19:25:00+00:00,0.69149,0.69172,0.69149,0.69166,234
2026-04-06 19:30:00+00:00,0.69166,0.69169,0.69149,0.6916,260
2026-04-06 19:35:00+00:00,0.6916,0.69193,0.69159,0.69167,241
2026-04-06 19:40:00+00:00,0.69167,0.69181,0.6916,0.69169,245
2026-04-06 19:45:00+00:00,0.69169,0.6917,0.69152,0.69168,283
2026-04-06 19:50:00+00:00,0.69168,0.69171,0.69146,0.69154,307
2026-04-06 19:55:00+00:00,0.69154,0.69163,0.69134,0.69158,419
2026-04-06 20:00:00+00:00,0.69158,0.69162,0.69102,0.69117,474
2026-04-06 20:05:00+00:00,0.69117,0.69126,0.69095,0.69098,348
2026-04-06 20:10:00+00:00,0.69098,0.69109,0.69057,0.69078,713
2026-04-06 20:15:00+00:00,0.69078,0.69096,0.69057,0.69096,617
2026-04-06 20:20:00+00:00,0.69096,0.69134,0.69084,0.69134,482
2026-04-06 20:25:00+00:00,0.69134,0.69153,0.69128,0.6915,382
2026-04-06 20:30:00+00:00,0.6915,0.69192,0.6914,0.69158,342
2026-04-06 20:35:00+00:00,0.69158,0.69161,0.69144,0.69159,418
2026-04-06 20:40:00+00:00,0.69159,0.69161,0.69136,0.69155,318
2026-04-06 20:45:00+00:00,0.69155,0.69161,0.69131,0.69141,260
2026-04-06 20:50:00+00:00,0.69141,0.69149,0.69136,0.69147,204
2026-04-06 20:55:00+00:00,0.69147,0.69157,0.69138,0.69142,292
